timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque,src_ip_int,dst_ip_int,protocol_encoded,flag_encoded,tipo_ataque_encoded,hour
2025-05-05 10:02:27,117.224.201.175,192.168.224.86,32949,TCP,R,Port Scan,1977665967,3232292950,0,3,2,10
2025-05-05 10:02:28,161.71.125.104,192.168.40.121,18353,UDP,,Normal,2705816936,3232245881,1,5,1,10
2025-05-05 10:02:29,96.83.214.252,192.168.228.155,65452,TCP,F,DDoS,1616107260,3232294043,0,1,0,10
2025-05-05 10:02:30,192.168.240.140,192.168.238.175,4236,TCP,A,SYN Flood,3232297100,3232296623,0,0,3,10
2025-05-05 10:02:31,139.213.217.102,192.168.37.100,49908,UDP,,Port Scan,2346047846,3232245092,1,5,2,10
2025-05-05 10:02:32,192.168.8.1,192.168.123.141,60911,UDP,,Port Scan,3232237569,3232267149,1,5,2,10
2025-05-05 10:02:33,192.168.20.78,192.168.97.229,2012,UDP,,Normal,3232240718,3232260581,1,5,1,10
2025-05-05 10:02:34,38.229.52.71,192.168.199.104,38238,TCP,P,Normal,652555335,3232286568,0,2,1,10
2025-05-05 10:02:35,192.168.73.139,192.168.159.16,51466,TCP,S,SYN Flood,3232254347,3232276240,0,4,3,10
2025-05-05 10:02:36,167.42.235.103,192.168.12.42,23267,UDP,,Normal,2804607847,3232238634,1,5,1,10
2025-05-05 10:02:37,131.230.233.127,192.168.30.218,17329,TCP,P,Normal,2212948351,3232243418,0,2,1,10
2025-05-05 10:02:38,192.168.146.217,192.168.201.169,27624,UDP,,DDoS,3232273113,3232287145,1,5,0,10
2025-05-05 10:02:39,52.34.177.169,192.168.104.188,13421,UDP,,Normal,874688937,3232262332,1,5,1,10
2025-05-05 10:02:40,192.168.166.242,192.168.31.88,55217,UDP,,Normal,3232278258,3232243544,1,5,1,10
2025-05-05 10:02:41,185.85.180.49,192.168.111.39,18050,UDP,,Normal,3109401649,3232263975,1,5,1,10
2025-05-05 10:02:42,28.108.36.14,192.168.22.5,32865,TCP,R,DDoS,476849166,3232241157,0,3,0,10
2025-05-05 10:02:43,107.198.87.248,192.168.54.175,21495,UDP,,Normal,1808160760,3232249519,1,5,1,10
2025-05-05 10:02:44,198.49.144.74,192.168.114.98,55409,TCP,S,Normal,3325136970,3232264802,0,4,1,10
2025-05-05 10:02:45,229.178.111.184,192.168.49.82,63216,UDP,,DDoS,3853676472,3232248146,1,5,0,10
2025-05-05 10:02:46,107.208.135.172,192.168.149.214,42236,UDP,,Port Scan,1808828332,3232273878,1,5,2,10
2025-05-05 10:02:47,192.168.195.194,192.168.132.112,8940,TCP,A,Port Scan,3232285634,3232269424,0,0,2,10
2025-05-05 10:02:48,235.121.238.218,192.168.157.43,18994,UDP,,Normal,3950636762,3232275755,1,5,1,10
2025-05-05 10:02:49,179.158.152.63,192.168.146.124,52665,UDP,,DDoS,3013515327,3232273020,1,5,0,10
2025-05-05 10:02:50,192.168.106.123,192.168.153.149,36678,UDP,,Normal,3232262779,3232274837,1,5,1,10
2025-05-05 10:02:51,196.25.3.241,192.168.94.58,38205,UDP,,Normal,3289973745,3232259642,1,5,1,10
2025-05-05 10:02:52,161.144.141.163,192.168.147.226,51006,UDP,,Normal,2710605219,3232273378,1,5,1,10
2025-05-05 10:02:53,124.33.36.25,192.168.158.120,33707,UDP,,Normal,2082546713,3232276088,1,5,1,10
2025-05-05 10:02:54,192.168.152.143,192.168.52.148,37248,TCP,S,DDoS,3232274575,3232248980,0,4,0,10
2025-05-05 10:02:55,80.85.171.179,192.168.4.152,47757,UDP,,Normal,1347791795,3232236696,1,5,1,10
2025-05-05 10:02:56,192.168.141.43,192.168.64.208,23330,UDP,,DDoS,3232271659,3232252112,1,5,0,10
2025-05-05 10:02:57,181.35.124.207,192.168.204.182,26290,UDP,,Normal,3039001807,3232287926,1,5,1,10
2025-05-05 10:02:58,119.53.41.67,192.168.238.150,2124,TCP,A,SYN Flood,1999972675,3232296598,0,0,3,10
2025-05-05 10:02:59,192.168.27.208,192.168.38.13,20186,UDP,,Normal,3232242640,3232245261,1,5,1,10
2025-05-05 10:03:00,17.43.164.128,192.168.16.134,26764,UDP,,Normal,288072832,3232239750,1,5,1,10
2025-05-05 10:03:01,182.162.10.151,192.168.154.141,37075,TCP,S,Normal,3064072855,3232275085,0,4,1,10
2025-05-05 10:03:02,50.225.95.228,192.168.235.184,42605,TCP,F,Normal,853630948,3232295864,0,1,1,10
2025-05-05 10:03:03,107.112.174.72,192.168.112.193,42894,TCP,P,Normal,1802546760,3232264385,0,2,1,10
2025-05-05 10:03:04,172.74.16.148,192.168.253.252,54354,UDP,,Port Scan,2890535060,3232300540,1,5,2,10
2025-05-05 10:03:05,8.107.199.176,192.168.214.17,12076,TCP,S,Normal,141281200,3232290321,0,4,1,10
2025-05-05 10:03:06,193.86.108.200,192.168.64.151,52225,TCP,F,DDoS,3243666632,3232252055,0,1,0,10
2025-05-05 10:03:07,16.131.133.70,192.168.87.46,3989,TCP,S,Normal,277054790,3232257838,0,4,1,10
2025-05-05 10:03:08,192.168.69.8,192.168.178.67,26927,UDP,,Normal,3232253192,3232281155,1,5,1,10
2025-05-05 10:03:09,163.248.186.126,192.168.124.74,63404,UDP,,SYN Flood,2750986878,3232267338,1,5,3,10
2025-05-05 10:03:10,31.254.80.213,192.168.188.237,48249,TCP,F,Normal,536760533,3232283885,0,1,1,10
2025-05-05 10:03:11,61.138.228.195,192.168.11.210,53438,TCP,P,DDoS,1032512707,3232238546,0,2,0,10
2025-05-05 10:03:12,58.93.110.207,192.168.108.51,34137,TCP,P,Normal,979201743,3232263219,0,2,1,10
2025-05-05 10:03:13,192.168.48.155,192.168.181.55,17148,UDP,,DDoS,3232247963,3232281911,1,5,0,10
2025-05-05 10:03:14,118.230.34.156,192.168.168.237,57073,TCP,A,Port Scan,1994793628,3232278765,0,0,2,10
2025-05-05 10:03:15,59.70.154.101,192.168.226.204,1050,TCP,P,Port Scan,994482789,3232293580,0,2,2,10
2025-05-05 10:03:16,48.78.54.193,192.168.90.115,28220,UDP,,SYN Flood,810432193,3232258675,1,5,3,10
2025-05-05 10:03:17,48.101.60.56,192.168.225.126,50038,TCP,P,Normal,811940920,3232293246,0,2,1,10
2025-05-05 10:03:18,84.81.77.171,192.168.135.5,2671,TCP,F,Port Scan,1414614443,3232270085,0,1,2,10
2025-05-05 10:03:19,192.168.130.125,192.168.102.111,58853,UDP,,Normal,3232268925,3232261743,1,5,1,10
2025-05-05 10:03:20,192.168.175.81,192.168.120.225,4916,TCP,P,Port Scan,3232280401,3232266465,0,2,2,10
2025-05-05 10:03:21,192.168.42.212,192.168.243.98,33468,TCP,S,Normal,3232246484,3232297826,0,4,1,10
2025-05-05 10:03:22,192.168.95.53,192.168.150.34,28523,UDP,,Normal,3232259893,3232273954,1,5,1,10
2025-05-05 10:03:23,227.172.223.14,192.168.63.16,11276,TCP,R,Normal,3819757326,3232251664,0,3,1,10
2025-05-05 10:03:24,192.168.32.64,192.168.225.61,24673,TCP,A,DDoS,3232243776,3232293181,0,0,0,10
2025-05-05 10:03:25,192.168.108.20,192.168.68.63,9659,TCP,A,Normal,3232263188,3232252991,0,0,1,10
2025-05-05 10:03:26,192.168.209.45,192.168.131.115,61150,TCP,P,Normal,3232289069,3232269171,0,2,1,10
2025-05-05 10:03:27,152.70.177.63,192.168.16.29,41786,UDP,,Port Scan,2554769727,3232239645,1,5,2,10
2025-05-05 10:03:28,219.116.152.199,192.168.146.192,4271,TCP,S,Normal,3681851591,3232273088,0,4,1,10
2025-05-05 10:03:29,223.36.200.195,192.168.95.28,24444,TCP,A,Normal,3743729859,3232259868,0,0,1,10
2025-05-05 10:03:30,192.168.246.24,192.168.102.89,27601,TCP,R,Normal,3232298520,3232261721,0,3,1,10
2025-05-05 10:03:31,218.187.65.17,192.168.13.181,10144,TCP,F,Normal,3669704977,3232239029,0,1,1,10
2025-05-05 10:03:32,174.91.77.249,192.168.246.51,33798,UDP,,Normal,2925219321,3232298547,1,5,1,10
2025-05-05 10:03:33,192.168.128.30,192.168.242.173,8848,UDP,,Normal,3232268318,3232297645,1,5,1,10
2025-05-05 10:03:34,134.37.12.25,192.168.251.113,20365,UDP,,Normal,2250574873,3232299889,1,5,1,10
2025-05-05 10:03:35,134.82.28.142,192.168.121.90,44179,TCP,P,Normal,2253528206,3232266586,0,2,1,10
2025-05-05 10:03:36,192.168.16.22,192.168.240.158,11732,UDP,,Port Scan,3232239638,3232297118,1,5,2,10
2025-05-05 10:03:37,78.234.53.202,192.168.254.170,49954,TCP,R,Normal,1323972042,3232300714,0,3,1,10
2025-05-05 10:03:38,103.230.9.131,192.168.49.168,32197,UDP,,Normal,1743128963,3232248232,1,5,1,10
2025-05-05 10:03:39,192.168.87.174,192.168.25.12,18506,TCP,A,Normal,3232257966,3232241932,0,0,1,10
2025-05-05 10:03:40,208.126.41.102,192.168.114.253,4402,UDP,,Normal,3497929062,3232264957,1,5,1,10
2025-05-05 10:03:41,217.64.73.207,192.168.69.45,31236,UDP,,Normal,3644869071,3232253229,1,5,1,10
2025-05-05 10:03:42,192.168.129.73,192.168.100.44,38086,TCP,P,Normal,3232268617,3232261164,0,2,1,10
2025-05-05 10:03:43,163.17.6.59,192.168.35.245,7936,TCP,S,Normal,2735801915,3232244725,0,4,1,10
2025-05-05 10:03:44,11.195.208.71,192.168.242.89,19342,TCP,S,SYN Flood,197382215,3232297561,0,4,3,10
2025-05-05 10:03:45,217.169.27.228,192.168.239.137,12195,UDP,,SYN Flood,3651738596,3232296841,1,5,3,10
2025-05-05 10:03:46,192.168.176.30,192.168.233.54,47280,UDP,,DDoS,3232280606,3232295222,1,5,0,10
2025-05-05 10:03:47,192.168.170.230,192.168.238.156,3652,UDP,,Normal,3232279270,3232296604,1,5,1,10
2025-05-05 10:03:48,192.168.120.106,192.168.123.191,30426,UDP,,Port Scan,3232266346,3232267199,1,5,2,10
2025-05-05 10:03:49,192.168.33.95,192.168.177.31,14400,TCP,P,DDoS,3232244063,3232280863,0,2,0,10
