timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque,tipo_ataque_clean,hour,minute,protocol_num,flag_num,src_ip_3oct,dst_ip_3oct
2025-05-20 22:58:17,192.168.224.120,192.168.237.176,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,237
2025-05-20 22:58:09,192.168.224.120,192.168.99.194,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,99
2025-05-20 22:58:28,192.168.224.120,192.168.160.101,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,160
2025-05-20 22:58:14,192.168.224.120,192.168.108.45,443,TCP,A,Normal,Normal,22.0,58.0,0.0,0,224,108
2025-05-20 22:58:39,192.168.224.120,192.168.119.145,80,TCP,F,Normal,Normal,22.0,58.0,0.0,1,224,119
2025-05-20 22:58:09,192.168.224.120,192.168.162.36,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,162
2025-05-20 22:58:38,192.168.224.120,192.168.158.117,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,158
2025-05-20 22:58:18,192.168.224.120,192.168.73.115,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,224,73
2025-05-20 22:58:46,192.168.224.120,192.168.12.119,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,12
2025-05-20 22:58:30,192.168.224.120,192.168.175.111,443,TCP,S,Normal,Normal,22.0,58.0,0.0,6,224,175
2025-05-20 22:58:45,192.168.224.120,192.168.234.124,22,TCP,S,Normal,Normal,22.0,58.0,0.0,6,224,234
2025-05-20 22:58:34,192.168.224.120,192.168.203.82,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,203
2025-05-20 22:58:32,192.168.224.120,192.168.175.82,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,175
2025-05-20 22:58:34,192.168.224.120,192.168.142.20,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,142
2025-05-20 22:58:36,192.168.224.120,192.168.93.56,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,224,93
2025-05-20 22:58:33,192.168.224.120,192.168.149.106,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,224,149
2025-05-20 22:58:18,192.168.224.120,192.168.50.222,443,TCP,S,Normal,Normal,22.0,58.0,0.0,6,224,50
2025-05-20 22:58:18,192.168.224.120,192.168.120.229,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,120
2025-05-20 22:58:40,192.168.224.120,192.168.113.16,53,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,224,113
2025-05-20 22:59:02,192.168.224.120,192.168.152.246,25,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,224,152
2025-05-20 22:58:38,192.168.224.120,192.168.163.69,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,163
2025-05-20 22:59:05,192.168.224.120,192.168.171.254,22,TCP,F,Normal,Normal,22.0,59.0,0.0,1,224,171
2025-05-20 22:58:33,192.168.224.120,192.168.254.17,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,254
2025-05-20 22:58:41,192.168.224.120,192.168.173.190,25,TCP,R,Normal,Normal,22.0,58.0,0.0,5,224,173
2025-05-20 22:58:24,192.168.224.120,192.168.34.96,53,TCP,A,Normal,Normal,22.0,58.0,0.0,0,224,34
2025-05-20 22:59:15,192.168.224.120,192.168.109.30,80,TCP,F,Normal,Normal,22.0,59.0,0.0,1,224,109
2025-05-20 22:58:36,192.168.224.120,192.168.17.43,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,224,17
2025-05-20 22:59:04,192.168.224.120,192.168.21.82,25,TCP,S,Normal,Normal,22.0,59.0,0.0,6,224,21
2025-05-20 22:58:37,192.168.224.120,192.168.229.186,53,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,224,229
2025-05-20 22:58:37,192.168.224.120,192.168.29.65,53,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,224,29
2025-05-20 22:59:17,192.168.224.120,192.168.163.150,22,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,224,163
2025-05-20 22:58:58,192.168.224.120,192.168.4.232,53,TCP,R,Normal,Normal,22.0,58.0,0.0,5,224,4
2025-05-20 22:58:37,192.168.224.120,192.168.15.190,443,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,224,15
2025-05-20 22:57:57,192.168.98.55,192.168.152.204,443,UDP,NoFlag,Normal,Normal,22.0,57.0,1.0,3,98,152
2025-05-20 22:57:58,192.168.98.55,192.168.206.121,25,UDP,NoFlag,Normal,Normal,22.0,57.0,1.0,3,98,206
2025-05-20 22:58:00,192.168.98.55,192.168.137.200,443,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,137
2025-05-20 22:58:03,192.168.98.55,192.168.139.252,443,TCP,S,Normal,Normal,22.0,58.0,0.0,6,98,139
2025-05-20 22:58:02,192.168.98.55,192.168.42.177,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,42
2025-05-20 22:58:02,192.168.98.55,192.168.132.156,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,132
2025-05-20 22:58:09,192.168.98.55,192.168.212.185,80,TCP,R,Normal,Normal,22.0,58.0,0.0,5,98,212
2025-05-20 22:58:09,192.168.98.55,192.168.112.176,443,TCP,F,Normal,Normal,22.0,58.0,0.0,1,98,112
2025-05-20 22:58:07,192.168.98.55,192.168.196.115,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,196
2025-05-20 22:58:06,192.168.98.55,192.168.254.6,443,TCP,S,Normal,Normal,22.0,58.0,0.0,6,98,254
2025-05-20 22:58:10,192.168.98.55,192.168.130.230,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,130
2025-05-20 22:58:18,192.168.98.55,192.168.42.1,443,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,42
2025-05-20 22:58:11,192.168.98.55,192.168.105.202,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,105
2025-05-20 22:58:21,192.168.98.55,192.168.26.59,443,TCP,R,Normal,Normal,22.0,58.0,0.0,5,98,26
2025-05-20 22:58:24,192.168.98.55,192.168.245.178,25,TCP,R,Normal,Normal,22.0,58.0,0.0,5,98,245
2025-05-20 22:58:09,192.168.98.55,192.168.162.39,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,162
2025-05-20 22:58:26,192.168.98.55,192.168.85.90,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,85
2025-05-20 22:58:14,192.168.98.55,192.168.122.25,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,122
2025-05-20 22:58:12,192.168.98.55,192.168.8.98,80,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,98,8
2025-05-20 22:58:07,192.168.98.55,192.168.210.25,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,210
2025-05-20 22:58:27,192.168.98.55,192.168.15.17,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,15
2025-05-20 22:58:32,192.168.98.55,192.168.215.134,22,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,215
2025-05-20 22:58:22,192.168.98.55,192.168.73.51,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,73
2025-05-20 22:58:19,192.168.98.55,192.168.103.179,25,TCP,S,Normal,Normal,22.0,58.0,0.0,6,98,103
2025-05-20 22:58:31,192.168.98.55,192.168.131.10,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,131
2025-05-20 22:58:28,192.168.98.55,192.168.77.231,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,77
2025-05-20 22:58:19,192.168.98.55,192.168.60.111,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,60
2025-05-20 22:58:23,192.168.98.55,192.168.242.223,80,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,98,242
2025-05-20 22:58:52,192.168.98.55,192.168.224.28,443,TCP,R,Normal,Normal,22.0,58.0,0.0,5,98,224
2025-05-20 22:58:38,192.168.98.55,192.168.40.225,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,40
2025-05-20 22:58:40,192.168.98.55,192.168.150.22,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,150
2025-05-20 22:58:49,192.168.98.55,192.168.178.22,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,178
2025-05-20 22:58:37,192.168.98.55,192.168.0.104,80,TCP,F,Normal,Normal,22.0,58.0,0.0,1,98,0
2025-05-20 22:58:22,192.168.98.55,192.168.250.195,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,250
2025-05-20 22:58:43,192.168.98.55,192.168.12.134,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,12
2025-05-20 22:58:41,192.168.98.55,192.168.135.241,22,TCP,F,Normal,Normal,22.0,58.0,0.0,1,98,135
2025-05-20 22:58:20,192.168.98.55,192.168.119.226,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,119
2025-05-20 22:58:46,192.168.98.55,192.168.26.242,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,26
2025-05-20 22:58:47,192.168.98.55,192.168.10.121,443,TCP,F,Normal,Normal,22.0,58.0,0.0,1,98,10
2025-05-20 22:59:15,192.168.98.55,192.168.178.254,25,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,98,178
2025-05-20 22:58:21,192.168.98.55,192.168.248.135,80,TCP,A,Normal,Normal,22.0,58.0,0.0,0,98,248
2025-05-20 22:58:22,192.168.98.55,192.168.139.199,53,TCP,R,Normal,Normal,22.0,58.0,0.0,5,98,139
2025-05-20 22:58:59,192.168.98.55,192.168.11.233,25,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,98,11
2025-05-20 22:58:42,192.168.98.55,192.168.242.165,443,TCP,P,Normal,Normal,22.0,58.0,0.0,4,98,242
2025-05-20 22:58:32,192.168.98.55,192.168.184.33,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,184
2025-05-20 22:59:01,192.168.98.55,192.168.248.138,53,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,98,248
2025-05-20 22:58:55,192.168.98.55,192.168.155.168,22,TCP,S,Normal,Normal,22.0,58.0,0.0,6,98,155
2025-05-20 22:58:28,192.168.98.55,192.168.120.57,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,120
2025-05-20 22:59:29,192.168.98.55,192.168.142.81,443,TCP,P,Normal,Normal,22.0,59.0,0.0,4,98,142
2025-05-20 22:58:36,192.168.98.55,192.168.34.61,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,98,34
2025-05-20 22:57:57,192.168.87.185,192.168.199.213,443,UDP,NoFlag,Normal,Normal,22.0,57.0,1.0,3,87,199
2025-05-20 22:57:58,192.168.87.185,192.168.106.121,22,TCP,NoFlag,Normal,Normal,22.0,57.0,0.0,3,87,106
2025-05-20 22:57:59,192.168.87.185,192.168.125.129,443,UDP,NoFlag,Normal,Normal,22.0,57.0,1.0,3,87,125
2025-05-20 22:58:01,192.168.87.185,192.168.234.31,53,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,234
2025-05-20 22:58:03,192.168.87.185,192.168.72.248,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,72
2025-05-20 22:58:07,192.168.87.185,192.168.152.153,22,TCP,S,Normal,Normal,22.0,58.0,0.0,6,87,152
2025-05-20 22:58:04,192.168.87.185,192.168.149.153,443,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,149
2025-05-20 22:58:08,192.168.87.185,192.168.154.42,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,154
2025-05-20 22:58:11,192.168.87.185,192.168.223.142,443,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,223
2025-05-20 22:58:10,192.168.87.185,192.168.113.212,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,113
2025-05-20 22:58:13,192.168.87.185,192.168.96.10,25,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,96
2025-05-20 22:58:17,192.168.87.185,192.168.205.242,25,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,205
2025-05-20 22:58:07,192.168.87.185,192.168.47.71,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,47
2025-05-20 22:58:13,192.168.87.185,192.168.125.90,25,TCP,R,Normal,Normal,22.0,58.0,0.0,5,87,125
2025-05-20 22:58:08,192.168.87.185,192.168.122.164,22,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,122
2025-05-20 22:58:22,192.168.87.185,192.168.121.134,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,121
2025-05-20 22:58:18,192.168.87.185,192.168.64.151,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,64
2025-05-20 22:58:25,192.168.87.185,192.168.27.130,25,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,27
2025-05-20 22:58:13,192.168.87.185,192.168.238.5,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,238
2025-05-20 22:58:22,192.168.87.185,192.168.241.8,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,241
2025-05-20 22:58:27,192.168.87.185,192.168.33.30,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,33
2025-05-20 22:58:27,192.168.87.185,192.168.172.77,53,TCP,P,Normal,Normal,22.0,58.0,0.0,4,87,172
2025-05-20 22:58:40,192.168.87.185,192.168.141.227,53,TCP,R,Normal,Normal,22.0,58.0,0.0,5,87,141
2025-05-20 22:58:10,192.168.87.185,192.168.4.143,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,4
2025-05-20 22:58:11,192.168.87.185,192.168.87.213,80,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,87
2025-05-20 22:58:38,192.168.87.185,192.168.22.132,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,22
2025-05-20 22:58:41,192.168.87.185,192.168.124.121,80,TCP,S,Normal,Normal,22.0,58.0,0.0,6,87,124
2025-05-20 22:58:27,192.168.87.185,192.168.117.215,22,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,117
2025-05-20 22:58:27,192.168.87.185,192.168.43.70,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,43
2025-05-20 22:58:20,192.168.87.185,192.168.20.24,25,TCP,P,Normal,Normal,22.0,58.0,0.0,4,87,20
2025-05-20 22:58:16,192.168.87.185,192.168.249.236,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,249
2025-05-20 22:58:24,192.168.87.185,192.168.203.7,53,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,203
2025-05-20 22:58:45,192.168.87.185,192.168.159.38,22,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,87,159
2025-05-20 22:58:28,192.168.87.185,192.168.206.113,22,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,206
2025-05-20 22:58:48,192.168.87.185,192.168.137.228,443,TCP,F,Normal,Normal,22.0,58.0,0.0,1,87,137
2025-05-20 22:59:07,192.168.87.185,192.168.12.114,22,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,87,12
2025-05-20 22:58:40,192.168.87.185,192.168.252.124,53,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,252
2025-05-20 22:58:51,192.168.87.185,192.168.220.218,22,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,220
2025-05-20 22:58:38,192.168.87.185,192.168.233.143,80,TCP,NoFlag,Normal,Normal,22.0,58.0,0.0,3,87,233
2025-05-20 22:58:25,192.168.87.185,192.168.138.185,80,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,138
2025-05-20 22:58:40,192.168.87.185,192.168.32.30,22,TCP,P,Normal,Normal,22.0,58.0,0.0,4,87,32
2025-05-20 22:59:08,192.168.87.185,192.168.49.165,443,TCP,F,Normal,Normal,22.0,59.0,0.0,1,87,49
2025-05-20 22:58:37,192.168.87.185,192.168.120.128,25,TCP,A,Normal,Normal,22.0,58.0,0.0,0,87,120
2025-05-20 22:58:26,192.168.87.185,192.168.211.131,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,211
2025-05-20 22:58:56,192.168.87.185,192.168.79.220,53,TCP,R,Normal,Normal,22.0,58.0,0.0,5,87,79
2025-05-20 22:59:12,192.168.87.185,192.168.121.254,443,TCP,R,Normal,Normal,22.0,59.0,0.0,5,87,121
2025-05-20 22:59:07,192.168.87.185,192.168.9.3,22,TCP,A,Normal,Normal,22.0,59.0,0.0,0,87,9
2025-05-20 22:58:40,192.168.87.185,192.168.11.193,443,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,87,11
2025-05-20 22:59:22,192.168.87.185,192.168.55.47,22,TCP,F,Normal,Normal,22.0,59.0,0.0,1,87,55
2025-05-20 22:59:31,192.168.87.185,192.168.127.38,25,UDP,NoFlag,Normal,Normal,22.0,59.0,1.0,3,87,127
2025-05-20 22:57:57,192.168.221.217,192.168.65.239,22,TCP,R,Normal,Normal,22.0,57.0,0.0,5,221,65
2025-05-20 22:57:59,192.168.221.217,192.168.194.15,443,TCP,S,Normal,Normal,22.0,57.0,0.0,6,221,194
2025-05-20 22:58:01,192.168.221.217,192.168.36.163,53,TCP,R,Normal,Normal,22.0,58.0,0.0,5,221,36
2025-05-20 22:58:01,192.168.221.217,192.168.232.215,80,TCP,P,Normal,Normal,22.0,58.0,0.0,4,221,232
2025-05-20 22:58:01,192.168.221.217,192.168.219.209,25,TCP,S,Normal,Normal,22.0,58.0,0.0,6,221,219
2025-05-20 22:58:02,192.168.221.217,192.168.72.97,443,TCP,A,Normal,Normal,22.0,58.0,0.0,0,221,72
2025-05-20 22:58:04,192.168.221.217,192.168.78.78,53,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,221,78
2025-05-20 22:58:02,192.168.221.217,192.168.109.204,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,221,109
2025-05-20 22:58:05,192.168.221.217,192.168.121.37,53,TCP,P,Normal,Normal,22.0,58.0,0.0,4,221,121
2025-05-20 22:58:09,192.168.221.217,192.168.8.116,22,UDP,NoFlag,Normal,Normal,22.0,58.0,1.0,3,221,8
2025-05-20 22:58:10,192.168.221.217,192.168.60.3,53,TCP,S,Normal,Normal,22.0,58.0,0.0,6,221,60
2025-05-20 22:58:14,192.168.221.217,192.168.207.177,25,TCP,S,Normal,Normal,22.0,58.0,0.0,6,221,207
