timestamp,src_ip,dst_ip,dst_port,protocol,flag,tipo_ataque
2025-05-05 10:00:52,192.168.134.82,192.168.161.237,21071,TCP,F,Normal
2025-05-05 10:00:53,161.182.191.117,192.168.161.113,62524,UDP,,SYN Flood
2025-05-05 10:00:54,25.191.83.198,192.168.82.186,15830,UDP,,Normal
2025-05-05 10:00:55,227.48.240.197,192.168.56.231,16150,UDP,,Normal
2025-05-05 10:00:56,117.254.88.221,192.168.201.172,17040,TCP,S,Normal
2025-05-05 10:00:57,192.168.71.244,192.168.195.46,13744,UDP,,Normal
2025-05-05 10:00:58,210.127.0.65,192.168.250.69,26770,UDP,,Normal
2025-05-05 10:00:59,194.207.242.87,192.168.41.65,15950,TCP,S,Normal
2025-05-05 10:01:00,192.168.41.14,192.168.152.128,3402,UDP,,Normal
2025-05-05 10:01:01,102.203.137.222,192.168.86.214,35725,TCP,A,DDoS
2025-05-05 10:01:02,210.152.95.136,192.168.225.189,43887,TCP,S,Normal
2025-05-05 10:01:03,241.189.215.8,192.168.109.200,57980,TCP,R,SYN Flood
2025-05-05 10:01:04,192.168.10.205,192.168.217.229,13300,UDP,,DDoS
2025-05-05 10:01:05,82.88.11.132,192.168.98.246,30739,UDP,,DDoS
2025-05-05 10:01:06,192.168.59.212,192.168.222.167,51366,UDP,,SYN Flood
2025-05-05 10:01:07,192.168.243.166,192.168.122.229,17730,UDP,,Normal
2025-05-05 10:01:08,210.172.68.197,192.168.135.70,33401,TCP,P,Normal
2025-05-05 10:01:09,234.31.24.80,192.168.43.137,37032,TCP,A,Normal
2025-05-05 10:01:10,192.168.234.128,192.168.216.26,44121,UDP,,Normal
2025-05-05 10:01:11,192.168.25.192,192.168.115.100,44518,TCP,S,Normal
2025-05-05 10:01:12,66.74.25.241,192.168.5.19,22365,UDP,,Normal
2025-05-05 10:01:13,192.168.186.248,192.168.137.68,7284,TCP,P,DDoS
2025-05-05 10:01:14,192.168.48.4,192.168.60.203,14590,UDP,,Port Scan
2025-05-05 10:01:15,192.168.234.248,192.168.205.200,27009,UDP,,Normal
2025-05-05 10:01:16,231.252.244.69,192.168.175.200,15928,TCP,A,Normal
2025-05-05 10:01:17,147.34.69.161,192.168.196.188,37825,TCP,S,Normal
2025-05-05 10:01:18,162.202.41.232,192.168.198.203,34950,TCP,A,Normal
2025-05-05 10:01:19,192.168.238.76,192.168.34.134,57072,TCP,F,Normal
2025-05-05 10:01:20,53.144.141.174,192.168.186.113,40587,UDP,,Normal
2025-05-05 10:01:21,192.168.69.222,192.168.126.55,48523,TCP,R,Normal
2025-05-05 10:01:22,148.78.33.137,192.168.108.201,3299,UDP,,Normal
2025-05-05 10:01:23,85.149.94.134,192.168.80.108,30655,TCP,A,Normal
2025-05-05 10:01:24,192.168.91.72,192.168.142.247,42397,UDP,,Normal
2025-05-05 10:01:25,192.168.213.178,192.168.73.252,57703,TCP,S,DDoS
2025-05-05 10:01:26,233.203.166.95,192.168.214.243,8967,UDP,,DDoS
2025-05-05 10:01:27,19.109.59.17,192.168.172.131,63082,TCP,A,Normal
2025-05-05 10:01:28,192.168.89.97,192.168.214.65,14293,UDP,,Normal
2025-05-05 10:01:29,255.220.56.28,192.168.145.116,10951,UDP,,Normal
2025-05-05 10:01:30,192.168.66.231,192.168.119.171,62723,TCP,P,Normal
2025-05-05 10:01:31,192.168.48.1,192.168.173.154,24955,TCP,S,SYN Flood
2025-05-05 10:01:32,248.22.38.15,192.168.83.191,60536,UDP,,Normal
2025-05-05 10:01:33,7.142.75.8,192.168.160.100,44716,TCP,P,Port Scan
2025-05-05 10:01:34,174.167.100.4,192.168.27.245,1353,TCP,S,DDoS
2025-05-05 10:01:35,192.168.244.229,192.168.47.138,19914,UDP,,DDoS
2025-05-05 10:01:36,91.19.156.144,192.168.29.52,65362,UDP,,Normal
2025-05-05 10:01:37,214.19.126.40,192.168.70.217,8757,TCP,A,Normal
2025-05-05 10:01:38,192.168.199.148,192.168.70.220,1177,TCP,F,SYN Flood
2025-05-05 10:01:39,196.91.31.199,192.168.62.106,11763,UDP,,Normal
2025-05-05 10:01:40,192.168.254.105,192.168.135.53,60949,TCP,F,Normal
2025-05-05 10:01:41,192.168.240.244,192.168.207.243,64633,UDP,,Normal
2025-05-05 10:01:42,192.168.81.50,192.168.186.38,41360,TCP,F,Normal
2025-05-05 10:01:43,118.234.139.235,192.168.122.160,16413,UDP,,SYN Flood
2025-05-05 10:01:44,192.168.168.155,192.168.37.34,44981,TCP,F,Normal
2025-05-05 10:01:45,13.88.69.77,192.168.22.56,9689,UDP,,SYN Flood
2025-05-05 10:01:46,192.168.78.210,192.168.49.145,63597,TCP,R,SYN Flood
2025-05-05 10:01:47,192.168.243.222,192.168.245.212,46354,UDP,,DDoS
2025-05-05 10:01:48,192.168.176.37,192.168.196.132,8822,TCP,A,Normal
2025-05-05 10:01:49,3.158.195.14,192.168.223.60,64576,TCP,S,Normal
2025-05-05 10:01:50,192.168.28.114,192.168.213.26,6743,TCP,A,Normal
2025-05-05 10:01:51,192.168.158.133,192.168.41.230,31850,UDP,,Port Scan
2025-05-05 10:01:52,192.168.255.89,192.168.149.165,15544,UDP,,Normal
2025-05-05 10:01:53,43.31.87.155,192.168.85.131,37050,TCP,F,Normal
2025-05-05 10:01:54,192.168.143.79,192.168.28.212,26314,TCP,A,Normal
2025-05-05 10:01:55,220.165.152.64,192.168.108.194,30530,UDP,,SYN Flood
2025-05-05 10:01:56,192.168.179.194,192.168.114.75,60678,UDP,,Port Scan
2025-05-05 10:01:57,192.168.83.152,192.168.132.88,59868,UDP,,Normal
2025-05-05 10:01:58,192.168.88.33,192.168.99.91,1369,UDP,,DDoS
2025-05-05 10:01:59,192.168.11.9,192.168.57.88,2138,TCP,P,Normal
2025-05-05 10:02:00,192.168.163.209,192.168.16.185,63749,TCP,P,DDoS
2025-05-05 10:02:01,192.168.154.109,192.168.202.71,34662,UDP,,DDoS
2025-05-05 10:02:02,192.168.229.164,192.168.72.240,35903,UDP,,Normal
2025-05-05 10:02:03,94.226.180.50,192.168.108.158,13362,TCP,F,Port Scan
2025-05-05 10:02:04,50.17.93.227,192.168.105.86,33300,TCP,A,DDoS
2025-05-05 10:02:05,192.168.125.18,192.168.232.85,41189,TCP,S,DDoS
2025-05-05 10:02:06,208.115.247.133,192.168.234.151,14952,TCP,A,Normal
2025-05-05 10:02:07,34.17.76.215,192.168.52.215,64680,UDP,,DDoS
2025-05-05 10:02:08,88.99.197.61,192.168.21.226,25311,TCP,P,Normal
2025-05-05 10:02:09,191.128.80.53,192.168.165.194,43390,UDP,,Normal
2025-05-05 10:02:10,192.168.147.26,192.168.204.134,37349,TCP,A,Normal
2025-05-05 10:02:11,192.168.55.155,192.168.220.146,27120,UDP,,Normal
2025-05-05 10:02:12,150.123.185.77,192.168.221.45,18992,UDP,,Normal
2025-05-05 10:02:13,192.168.237.9,192.168.55.139,42326,UDP,,Normal
2025-05-05 10:02:14,192.168.99.111,192.168.10.99,57281,TCP,F,Normal
2025-05-05 10:02:15,206.29.140.244,192.168.68.140,47802,UDP,,Port Scan
2025-05-05 10:02:16,192.168.21.83,192.168.209.36,13204,TCP,P,Normal
2025-05-05 10:02:17,192.168.187.227,192.168.52.222,28856,UDP,,Normal
2025-05-05 10:02:18,158.109.143.159,192.168.91.189,41657,UDP,,DDoS
2025-05-05 10:02:19,97.197.152.197,192.168.123.100,17200,UDP,,Normal
2025-05-05 10:02:20,241.155.27.39,192.168.163.24,2550,UDP,,Normal
2025-05-05 10:02:21,192.168.157.151,192.168.130.72,4660,TCP,S,Normal
2025-05-05 10:02:22,34.127.83.187,192.168.212.240,12000,TCP,R,SYN Flood
2025-05-05 10:02:23,133.210.90.137,192.168.235.141,43596,UDP,,Normal
2025-05-05 10:02:24,192.168.234.81,192.168.255.123,46089,TCP,F,Normal
2025-05-05 10:02:25,192.168.141.1,192.168.236.107,48434,UDP,,Normal
2025-05-05 10:02:26,155.95.192.25,192.168.120.93,32260,UDP,,SYN Flood
2025-05-05 10:02:27,117.224.201.175,192.168.224.86,32949,TCP,R,Port Scan
2025-05-05 10:02:28,161.71.125.104,192.168.40.121,18353,UDP,,Normal
2025-05-05 10:02:29,96.83.214.252,192.168.228.155,65452,TCP,F,DDoS
2025-05-05 10:02:30,192.168.240.140,192.168.238.175,4236,TCP,A,SYN Flood
2025-05-05 10:02:31,139.213.217.102,192.168.37.100,49908,UDP,,Port Scan
2025-05-05 10:02:32,192.168.8.1,192.168.123.141,60911,UDP,,Port Scan
2025-05-05 10:02:33,192.168.20.78,192.168.97.229,2012,UDP,,Normal
2025-05-05 10:02:34,38.229.52.71,192.168.199.104,38238,TCP,P,Normal
2025-05-05 10:02:35,192.168.73.139,192.168.159.16,51466,TCP,S,SYN Flood
2025-05-05 10:02:36,167.42.235.103,192.168.12.42,23267,UDP,,Normal
2025-05-05 10:02:37,131.230.233.127,192.168.30.218,17329,TCP,P,Normal
2025-05-05 10:02:38,192.168.146.217,192.168.201.169,27624,UDP,,DDoS
2025-05-05 10:02:39,52.34.177.169,192.168.104.188,13421,UDP,,Normal
2025-05-05 10:02:40,192.168.166.242,192.168.31.88,55217,UDP,,Normal
2025-05-05 10:02:41,185.85.180.49,192.168.111.39,18050,UDP,,Normal
2025-05-05 10:02:42,28.108.36.14,192.168.22.5,32865,TCP,R,DDoS
2025-05-05 10:02:43,107.198.87.248,192.168.54.175,21495,UDP,,Normal
2025-05-05 10:02:44,198.49.144.74,192.168.114.98,55409,TCP,S,Normal
2025-05-05 10:02:45,229.178.111.184,192.168.49.82,63216,UDP,,DDoS
2025-05-05 10:02:46,107.208.135.172,192.168.149.214,42236,UDP,,Port Scan
2025-05-05 10:02:47,192.168.195.194,192.168.132.112,8940,TCP,A,Port Scan
2025-05-05 10:02:48,235.121.238.218,192.168.157.43,18994,UDP,,Normal
2025-05-05 10:02:49,179.158.152.63,192.168.146.124,52665,UDP,,DDoS
2025-05-05 10:02:50,192.168.106.123,192.168.153.149,36678,UDP,,Normal
2025-05-05 10:02:51,196.25.3.241,192.168.94.58,38205,UDP,,Normal
2025-05-05 10:02:52,161.144.141.163,192.168.147.226,51006,UDP,,Normal
2025-05-05 10:02:53,124.33.36.25,192.168.158.120,33707,UDP,,Normal
2025-05-05 10:02:54,192.168.152.143,192.168.52.148,37248,TCP,S,DDoS
2025-05-05 10:02:55,80.85.171.179,192.168.4.152,47757,UDP,,Normal
2025-05-05 10:02:56,192.168.141.43,192.168.64.208,23330,UDP,,DDoS
2025-05-05 10:02:57,181.35.124.207,192.168.204.182,26290,UDP,,Normal
2025-05-05 10:02:58,119.53.41.67,192.168.238.150,2124,TCP,A,SYN Flood
2025-05-05 10:02:59,192.168.27.208,192.168.38.13,20186,UDP,,Normal
2025-05-05 10:03:00,17.43.164.128,192.168.16.134,26764,UDP,,Normal
2025-05-05 10:03:01,182.162.10.151,192.168.154.141,37075,TCP,S,Normal
2025-05-05 10:03:02,50.225.95.228,192.168.235.184,42605,TCP,F,Normal
2025-05-05 10:03:03,107.112.174.72,192.168.112.193,42894,TCP,P,Normal
2025-05-05 10:03:04,172.74.16.148,192.168.253.252,54354,UDP,,Port Scan
2025-05-05 10:03:05,8.107.199.176,192.168.214.17,12076,TCP,S,Normal
2025-05-05 10:03:06,193.86.108.200,192.168.64.151,52225,TCP,F,DDoS
2025-05-05 10:03:07,16.131.133.70,192.168.87.46,3989,TCP,S,Normal
2025-05-05 10:03:08,192.168.69.8,192.168.178.67,26927,UDP,,Normal
2025-05-05 10:03:09,163.248.186.126,192.168.124.74,63404,UDP,,SYN Flood
2025-05-05 10:03:10,31.254.80.213,192.168.188.237,48249,TCP,F,Normal
2025-05-05 10:03:11,61.138.228.195,192.168.11.210,53438,TCP,P,DDoS
2025-05-05 10:03:12,58.93.110.207,192.168.108.51,34137,TCP,P,Normal
2025-05-05 10:03:13,192.168.48.155,192.168.181.55,17148,UDP,,DDoS
2025-05-05 10:03:14,118.230.34.156,192.168.168.237,57073,TCP,A,Port Scan
2025-05-05 10:03:15,59.70.154.101,192.168.226.204,1050,TCP,P,Port Scan
2025-05-05 10:03:16,48.78.54.193,192.168.90.115,28220,UDP,,SYN Flood
2025-05-05 10:03:17,48.101.60.56,192.168.225.126,50038,TCP,P,Normal
2025-05-05 10:03:18,84.81.77.171,192.168.135.5,2671,TCP,F,Port Scan
2025-05-05 10:03:19,192.168.130.125,192.168.102.111,58853,UDP,,Normal
2025-05-05 10:03:20,192.168.175.81,192.168.120.225,4916,TCP,P,Port Scan
2025-05-05 10:03:21,192.168.42.212,192.168.243.98,33468,TCP,S,Normal
2025-05-05 10:03:22,192.168.95.53,192.168.150.34,28523,UDP,,Normal
2025-05-05 10:03:23,227.172.223.14,192.168.63.16,11276,TCP,R,Normal
2025-05-05 10:03:24,192.168.32.64,192.168.225.61,24673,TCP,A,DDoS
2025-05-05 10:03:25,192.168.108.20,192.168.68.63,9659,TCP,A,Normal
2025-05-05 10:03:26,192.168.209.45,192.168.131.115,61150,TCP,P,Normal
2025-05-05 10:03:27,152.70.177.63,192.168.16.29,41786,UDP,,Port Scan
2025-05-05 10:03:28,219.116.152.199,192.168.146.192,4271,TCP,S,Normal
2025-05-05 10:03:29,223.36.200.195,192.168.95.28,24444,TCP,A,Normal
2025-05-05 10:03:30,192.168.246.24,192.168.102.89,27601,TCP,R,Normal
2025-05-05 10:03:31,218.187.65.17,192.168.13.181,10144,TCP,F,Normal
2025-05-05 10:03:32,174.91.77.249,192.168.246.51,33798,UDP,,Normal
2025-05-05 10:03:33,192.168.128.30,192.168.242.173,8848,UDP,,Normal
2025-05-05 10:03:34,134.37.12.25,192.168.251.113,20365,UDP,,Normal
2025-05-05 10:03:35,134.82.28.142,192.168.121.90,44179,TCP,P,Normal
2025-05-05 10:03:36,192.168.16.22,192.168.240.158,11732,UDP,,Port Scan
2025-05-05 10:03:37,78.234.53.202,192.168.254.170,49954,TCP,R,Normal
2025-05-05 10:03:38,103.230.9.131,192.168.49.168,32197,UDP,,Normal
2025-05-05 10:03:39,192.168.87.174,192.168.25.12,18506,TCP,A,Normal
2025-05-05 10:03:40,208.126.41.102,192.168.114.253,4402,UDP,,Normal
2025-05-05 10:03:41,217.64.73.207,192.168.69.45,31236,UDP,,Normal
2025-05-05 10:03:42,192.168.129.73,192.168.100.44,38086,TCP,P,Normal
2025-05-05 10:03:43,163.17.6.59,192.168.35.245,7936,TCP,S,Normal
2025-05-05 10:03:44,11.195.208.71,192.168.242.89,19342,TCP,S,SYN Flood
2025-05-05 10:03:45,217.169.27.228,192.168.239.137,12195,UDP,,SYN Flood
2025-05-05 10:03:46,192.168.176.30,192.168.233.54,47280,UDP,,DDoS
2025-05-05 10:03:47,192.168.170.230,192.168.238.156,3652,UDP,,Normal
2025-05-05 10:03:48,192.168.120.106,192.168.123.191,30426,UDP,,Port Scan
2025-05-05 10:03:49,192.168.33.95,192.168.177.31,14400,TCP,P,DDoS
2025-05-05 10:03:50,88.84.35.154,192.168.18.51,40133,TCP,S,Port Scan
2025-05-05 10:03:51,192.168.229.176,192.168.195.219,18267,UDP,,DDoS
2025-05-05 10:03:52,170.159.198.46,192.168.224.36,1899,TCP,S,Normal
2025-05-05 10:03:53,90.250.232.81,192.168.112.198,11061,TCP,A,Normal
2025-05-05 10:03:54,87.36.86.29,192.168.85.96,36189,UDP,,Normal
2025-05-05 10:03:55,211.80.47.74,192.168.35.43,4914,UDP,,DDoS
2025-05-05 10:03:56,192.168.239.162,192.168.90.91,9880,UDP,,Normal
2025-05-05 10:03:57,192.168.149.239,192.168.145.155,59896,UDP,,SYN Flood
2025-05-05 10:03:58,182.164.136.9,192.168.114.246,12096,TCP,P,Port Scan
2025-05-05 10:03:59,68.137.225.205,192.168.255.117,26777,TCP,R,DDoS
2025-05-05 10:04:00,192.168.51.80,192.168.154.38,60205,TCP,R,Normal
2025-05-05 10:04:01,249.231.181.189,192.168.238.40,56541,UDP,,SYN Flood
2025-05-05 10:04:02,192.168.227.164,192.168.87.225,13572,TCP,A,SYN Flood
2025-05-05 10:04:03,192.168.67.67,192.168.134.187,59110,UDP,,SYN Flood
2025-05-05 10:04:04,194.239.30.75,192.168.96.82,61037,TCP,S,Normal
2025-05-05 10:04:05,192.168.240.81,192.168.151.59,33191,TCP,A,Normal
2025-05-05 10:04:06,150.227.146.11,192.168.250.209,20649,UDP,,SYN Flood
2025-05-05 10:04:07,192.168.212.53,192.168.254.10,35921,UDP,,Normal
2025-05-05 10:04:08,192.168.117.23,192.168.194.248,54190,TCP,A,Normal
2025-05-05 10:04:09,192.168.34.94,192.168.102.131,44253,UDP,,Normal
2025-05-05 10:04:10,192.168.54.135,192.168.148.51,48277,UDP,,SYN Flood
2025-05-05 10:04:11,26.200.173.249,192.168.133.64,39307,UDP,,Normal
2025-05-05 10:04:12,192.168.241.56,192.168.199.203,11310,TCP,A,SYN Flood
2025-05-05 10:04:13,192.168.243.210,192.168.4.162,22892,UDP,,Normal
2025-05-05 10:04:14,192.168.181.210,192.168.43.131,52187,TCP,F,Normal
2025-05-05 10:04:15,214.57.144.83,192.168.143.210,50265,UDP,,Normal
2025-05-05 10:04:16,102.184.143.180,192.168.153.160,39592,TCP,S,Port Scan
2025-05-05 10:04:17,192.168.194.210,192.168.177.138,36238,UDP,,Normal
2025-05-05 10:04:18,192.168.38.5,192.168.133.99,26591,UDP,,DDoS
2025-05-05 10:04:19,192.168.228.189,192.168.40.174,21769,UDP,,Normal
2025-05-05 10:04:20,192.168.194.68,192.168.98.221,18263,UDP,,DDoS
2025-05-05 10:04:21,54.246.30.222,192.168.61.218,41105,TCP,F,Port Scan
2025-05-05 10:04:22,42.138.199.190,192.168.93.27,3512,UDP,,Normal
2025-05-05 10:04:23,201.35.144.103,192.168.223.62,51902,UDP,,Normal
2025-05-05 10:04:24,97.87.101.90,192.168.51.73,22314,UDP,,Normal
2025-05-05 10:04:25,218.103.70.171,192.168.108.48,13557,TCP,F,Normal
2025-05-05 10:04:26,192.168.102.180,192.168.35.132,19890,TCP,S,Normal
2025-05-05 10:04:27,4.75.236.51,192.168.14.246,57568,TCP,F,SYN Flood
2025-05-05 10:04:28,192.168.161.157,192.168.57.159,44428,UDP,,Normal
2025-05-05 10:04:29,129.99.86.20,192.168.128.111,65052,TCP,F,Normal
2025-05-05 10:04:30,121.255.45.83,192.168.116.241,31259,UDP,,Normal
2025-05-05 10:04:31,192.168.121.203,192.168.253.240,39748,UDP,,DDoS
2025-05-05 10:04:32,192.168.209.50,192.168.81.170,42729,TCP,R,SYN Flood
2025-05-05 10:04:33,192.168.209.24,192.168.203.207,62560,UDP,,Normal
2025-05-05 10:04:34,192.168.225.187,192.168.151.18,63565,TCP,F,DDoS
2025-05-05 10:04:35,243.145.45.51,192.168.191.179,56710,UDP,,Normal
2025-05-05 10:04:36,192.168.237.46,192.168.158.203,26154,TCP,A,Normal
2025-05-05 10:04:37,185.137.84.163,192.168.171.39,25072,TCP,P,SYN Flood
2025-05-05 10:04:38,192.168.106.203,192.168.87.72,6727,UDP,,DDoS
2025-05-05 10:04:39,59.147.20.73,192.168.8.185,13535,TCP,A,DDoS
2025-05-05 10:04:40,192.168.155.188,192.168.5.2,18351,UDP,,Normal
2025-05-05 10:04:41,192.168.46.192,192.168.216.89,41322,UDP,,SYN Flood
2025-05-05 10:04:42,192.168.141.186,192.168.130.26,49621,UDP,,Port Scan
2025-05-05 10:04:43,192.168.92.82,192.168.68.97,8102,TCP,F,Normal
2025-05-05 10:04:44,158.140.158.184,192.168.93.71,16023,UDP,,SYN Flood
2025-05-05 10:04:45,192.168.48.251,192.168.75.103,52193,TCP,P,Normal
2025-05-05 10:04:46,192.168.218.191,192.168.66.211,22793,TCP,S,DDoS
2025-05-05 10:04:47,92.211.159.27,192.168.162.38,57657,TCP,P,Normal
2025-05-05 10:04:48,116.234.174.87,192.168.63.160,58412,UDP,,Normal
2025-05-05 10:04:49,2.189.246.221,192.168.243.236,45290,UDP,,DDoS
2025-05-05 10:04:50,192.168.128.100,192.168.47.60,32983,TCP,R,Normal
2025-05-05 10:04:51,69.179.135.1,192.168.45.112,30864,TCP,S,DDoS
2025-05-05 10:04:52,192.168.98.8,192.168.197.36,54392,TCP,S,Normal
2025-05-05 10:04:53,192.168.90.15,192.168.110.206,43505,TCP,F,Port Scan
2025-05-05 10:04:54,22.178.55.174,192.168.67.245,25526,UDP,,Normal
2025-05-05 10:04:55,94.13.93.75,192.168.138.203,12396,UDP,,Normal
2025-05-05 10:04:56,192.168.233.158,192.168.202.10,49977,TCP,P,DDoS
2025-05-05 10:04:57,93.157.51.233,192.168.125.188,26013,TCP,P,Normal
2025-05-05 10:04:58,192.168.8.212,192.168.128.229,6844,UDP,,SYN Flood
2025-05-05 10:04:59,187.245.97.38,192.168.201.154,53448,TCP,A,Normal
2025-05-05 10:05:00,39.195.249.244,192.168.148.145,17182,UDP,,Port Scan
2025-05-05 10:05:01,20.127.179.84,192.168.5.195,41284,TCP,P,DDoS
2025-05-05 10:05:02,192.168.33.155,192.168.170.242,54233,UDP,,Normal
2025-05-05 10:05:03,113.32.160.96,192.168.153.45,3402,UDP,,Normal
2025-05-05 10:05:04,192.168.137.177,192.168.76.105,33640,TCP,P,Normal
2025-05-05 10:05:05,66.20.125.187,192.168.4.204,51843,TCP,A,Normal
2025-05-05 10:05:06,192.168.192.207,192.168.231.183,9725,TCP,F,Normal
2025-05-05 10:05:07,33.152.10.84,192.168.215.10,5091,UDP,,Normal
2025-05-05 10:05:08,11.201.102.81,192.168.248.27,54167,UDP,,Normal
2025-05-05 10:05:09,227.125.221.217,192.168.87.68,54840,UDP,,SYN Flood
2025-05-05 10:05:10,192.168.184.151,192.168.219.154,31509,TCP,R,Normal
2025-05-05 10:05:11,19.8.150.82,192.168.79.119,63900,UDP,,DDoS
2025-05-05 10:05:12,192.168.253.137,192.168.147.198,41428,UDP,,Normal
2025-05-05 10:05:13,192.168.245.58,192.168.6.199,24185,UDP,,Normal
2025-05-05 10:05:14,192.168.25.92,192.168.165.232,18659,UDP,,Normal
2025-05-05 10:05:15,186.196.14.92,192.168.29.178,34109,UDP,,Normal
2025-05-05 10:05:16,192.168.98.186,192.168.95.69,19138,UDP,,Normal
2025-05-05 10:05:17,192.168.23.112,192.168.40.185,38236,TCP,P,Normal
2025-05-05 10:05:18,192.168.141.153,192.168.41.91,35598,UDP,,Normal
2025-05-05 10:05:19,192.168.35.33,192.168.107.2,56854,TCP,R,Normal
2025-05-05 10:05:20,192.168.214.108,192.168.98.221,20685,UDP,,SYN Flood
2025-05-05 10:05:21,192.168.53.226,192.168.94.5,25738,UDP,,Normal
2025-05-05 10:05:22,192.168.177.145,192.168.240.116,47922,TCP,F,Normal
2025-05-05 10:05:23,192.168.209.79,192.168.194.175,59912,UDP,,Normal
2025-05-05 10:05:24,192.168.253.90,192.168.230.169,10944,TCP,R,DDoS
2025-05-05 10:05:25,55.131.65.61,192.168.92.63,44311,TCP,R,SYN Flood
2025-05-05 10:05:26,192.168.4.92,192.168.43.31,58824,UDP,,Normal
2025-05-05 10:05:27,192.168.43.199,192.168.120.26,62873,UDP,,Port Scan
2025-05-05 10:05:28,192.168.146.119,192.168.33.6,32829,UDP,,Normal
2025-05-05 10:05:29,60.170.252.36,192.168.56.65,49238,UDP,,Normal
